id,price
648.0,1461
9103.0,844
8016.0,974
3772.0,1032
9040.0,1182
5083.0,1073
7883.0,1411
9363.0,968
4211.0,1248
8835.0,1038
8700.0,961
1796.0,1445
2587.0,719
8356.0,875
2317.0,1177
4186.0,1365
8828.0,940
7073.0,1189
5235.0,1153
8744.0,1437
8671.0,1386
4769.0,1060
9973.0,1316
7145.0,1124
2914.0,1004
9872.0,1438
9894.0,1010
2076.0,1234
4303.0,747
5823.0,1234
2150.0,1222
145.0,1228
4964.0,1326
8160.0,1230
9031.0,1248
4776.0,1334
8934.0,1058
7750.0,990
9829.0,802
9215.0,1136
6061.0,1105
9476.0,1092
6410.0,1432
3318.0,1232
7465.0,910
3062.0,1054
1356.0,1487
4515.0,677
5506.0,906
5251.0,1164
4512.0,861
1731.0,998
1759.0,1161
6651.0,1325
6647.0,673
9861.0,909
4140.0,1396
9394.0,1107
5124.0,1085
1.0,1071
1865.0,960
544.0,762
350.0,1079
6907.0,1306
9766.0,820
2524.0,1019
3465.0,985
458.0,1007
3024.0,701
7262.0,1362
9516.0,900
7873.0,984
6626.0,1260
2535.0,1226
132.0,1027
3705.0,1320
1373.0,1033
6201.0,1067
4857.0,1244
4713.0,1395
5545.0,1046
1414.0,1004
4114.0,1132
656.0,806
8138.0,1214
4099.0,889
593.0,1170
8709.0,1070
3124.0,903
3048.0,923
3888.0,925
5736.0,1393
2185.0,1208
2146.0,702
7048.0,1017
3106.0,1393
9234.0,1497
9097.0,1032
2770.0,1209
5222.0,1239
5834.0,1077
1733.0,1404
266.0,1163
5145.0,919
8268.0,1444
3938.0,1262
762.0,853
7221.0,1275
8440.0,885
3258.0,1200
4339.0,802
4363.0,866
317.0,1185
8070.0,997
1852.0,1161
2485.0,804
9874.0,956
9575.0,1402
1079.0,1062
8359.0,1430
7334.0,1348
1072.0,1249
104.0,1187
5749.0,1008
1419.0,1086
1659.0,1463
5285.0,1091
1150.0,763
7151.0,893
1569.0,869
1088.0,999
6086.0,858
8675.0,957
8342.0,1008
7812.0,1363
6085.0,866
8774.0,1195
8758.0,1388
1693.0,1018
4735.0,1143
3388.0,1182
3647.0,886
1684.0,1000
9.0,1389
6063.0,1131
6517.0,1379
4124.0,1079
8730.0,1324
6046.0,1400
568.0,1026
9162.0,1007
1804.0,939
8502.0,592
4901.0,1247
1600.0,1299
7932.0,1418
9548.0,870
2824.0,1451
5468.0,916
3530.0,585
8684.0,778
1156.0,674
6548.0,1083
9089.0,773
7621.0,1001
8297.0,809
4541.0,1372
9135.0,1245
6483.0,1131
5827.0,1236
1191.0,1251
7445.0,1278
8521.0,594
961.0,1172
7455.0,879
37.0,1151
7517.0,919
7645.0,1007
4439.0,643
6162.0,989
7745.0,1396
9588.0,1053
8120.0,985
6968.0,1331
5719.0,1366
578.0,844
9834.0,1085
4103.0,784
7647.0,1002
4152.0,1179
3131.0,1184
4891.0,1309
9976.0,939
7472.0,1302
1834.0,1360
9149.0,1400
4892.0,1415
2288.0,1296
1331.0,1172
2772.0,1194
3687.0,1056
8284.0,835
5929.0,847
638.0,1193
48.0,1033
2603.0,1313
1966.0,1041
2169.0,1361
5050.0,1069
3335.0,1250
3020.0,1197
8765.0,1186
9177.0,1342
1361.0,1004
5799.0,1157
9401.0,1169
3252.0,1374
6301.0,1341
2252.0,1359
6028.0,1326
1176.0,1326
8800.0,887
3280.0,1114
2974.0,1254
3397.0,935
6940.0,873
966.0,1069
8575.0,1148
743.0,1056
7515.0,1125
3315.0,1180
4899.0,1216
9341.0,1153
4673.0,816
8619.0,1352
1218.0,1318
4398.0,1124
6081.0,971
2615.0,822
2621.0,1135
8715.0,1070
7283.0,1060
3380.0,806
7302.0,1057
9858.0,1111
5606.0,1249
9814.0,1239
5787.0,1366
8519.0,1058
6851.0,1176
1517.0,813
5099.0,1223
7637.0,1203
9086.0,913
8024.0,1429
2393.0,1016
587.0,1165
3520.0,1021
7654.0,1465
8947.0,1328
851.0,1047
336.0,1261
6635.0,1319
8973.0,796
7494.0,1247
2869.0,849
4873.0,785
3551.0,1051
3843.0,1026
7263.0,1138
5825.0,1181
24.0,1413
1454.0,1361
1685.0,1048
2311.0,1131
9064.0,1159
9407.0,1056
382.0,820
5815.0,1460
5551.0,1232
9309.0,1301
1619.0,1093
790.0,945
5984.0,1187
8673.0,1025
4476.0,1144
5607.0,1269
9313.0,1229
5649.0,1031
6217.0,1401
2287.0,1308
9994.0,1259
7579.0,1075
1184.0,1296
6002.0,1366
5091.0,1443
2517.0,1105
4123.0,1002
5522.0,912
5628.0,1455
8361.0,1034
5873.0,1064
8613.0,771
7728.0,951
5969.0,693
1181.0,1150
8763.0,1275
8236.0,1111
2819.0,900
9965.0,1288
8704.0,1127
6609.0,1114
2821.0,1039
7536.0,918
2261.0,746
2240.0,1053
6022.0,1133
783.0,1125
933.0,1100
6203.0,1462
2413.0,1022
6998.0,1073
9116.0,902
1157.0,1498
8108.0,786
5806.0,1257
4880.0,989
3310.0,1154
8962.0,1013
1703.0,1159
2493.0,1282
3707.0,911
8277.0,938
287.0,937
1609.0,741
6632.0,1034
8279.0,749
7316.0,893
2253.0,850
7416.0,652
8366.0,903
1892.0,1008
5063.0,925
6121.0,1187
564.0,1267
292.0,1111
4717.0,942
7709.0,1025
6350.0,1059
170.0,650
268.0,1443
4639.0,933
7078.0,1040
3356.0,998
8280.0,1398
316.0,707
6729.0,688
9496.0,924
4068.0,838
246.0,877
253.0,1253
1112.0,889
4802.0,1254
1714.0,873
51.0,978
1836.0,1361
7897.0,820
3384.0,670
6411.0,974
4314.0,1044
873.0,1101
1255.0,1324
8882.0,1286
5852.0,1235
5703.0,1208
8104.0,1203
2099.0,1427
5129.0,1033
249.0,1205
6562.0,1379
1340.0,1083
7018.0,1267
2111.0,1036
1570.0,462
1727.0,1438
8385.0,867
6941.0,1064
4396.0,1358
2421.0,1087
3046.0,895
5504.0,949
3704.0,1320
8192.0,1046
5332.0,905
9809.0,949
448.0,1117
7895.0,961
8729.0,1183
7829.0,1111
1769.0,1280
6809.0,937
4705.0,790
3870.0,991
1656.0,959
3188.0,1071
684.0,1233
4171.0,784
4478.0,843
462.0,1076
5765.0,1020
7523.0,1450
4503.0,763
9710.0,1099
319.0,1038
1146.0,826
5095.0,1428
1394.0,1475
6624.0,1119
1502.0,1301
6409.0,1341
377.0,1216
411.0,1076
1661.0,995
3152.0,1326
1624.0,1458
5610.0,1233
8533.0,1472
5803.0,1472
5307.0,1006
7087.0,951
8898.0,1343
7489.0,1038
9616.0,1307
9218.0,1101
1673.0,792
2359.0,1202
8468.0,951
275.0,919
2474.0,928
5490.0,1222
4772.0,955
2108.0,1414
7501.0,1026
4415.0,1060
8139.0,894
8661.0,909
8240.0,900
2418.0,1131
8772.0,1269
2237.0,1012
3768.0,946
9792.0,1033
9990.0,1455
9966.0,931
7324.0,1234
1384.0,1488
3102.0,1168
3922.0,968
6686.0,1195
3195.0,922
1942.0,1401
7714.0,914
4897.0,678
4783.0,947
1497.0,942
1958.0,897
9172.0,942
9746.0,1016
7333.0,1330
7950.0,1074
3018.0,1060
6747.0,720
514.0,1231
3935.0,932
3026.0,1146
1200.0,1335
5029.0,903
9785.0,1174
922.0,876
4650.0,1298
5333.0,1439
1077.0,1321
6769.0,1014
9411.0,896
1672.0,1172
475.0,905
9187.0,1236
8840.0,1200
5759.0,869
6298.0,727
2479.0,1311
5494.0,769
3915.0,1157
2139.0,1429
5455.0,795
5380.0,1042
8986.0,1078
4024.0,972
3486.0,1192
2456.0,856
2465.0,1303
8697.0,1115
1370.0,1221
6689.0,1366
7457.0,733
9975.0,854
1902.0,1241
4872.0,999
4711.0,1427
7887.0,1134
1794.0,1352
2875.0,1157
6218.0,1419
5214.0,1297
2246.0,1443
1742.0,1153
1021.0,1452
706.0,796
4295.0,685
5577.0,1010
7167.0,1243
8178.0,804
909.0,955
5194.0,1423
3078.0,1318
9367.0,1393
595.0,896
5305.0,960
441.0,871
7607.0,1015
4093.0,999
6135.0,1408
11.0,1498
3777.0,1183
9000.0,1142
3709.0,1186
3781.0,855
94.0,746
9240.0,1053
3950.0,1193
5786.0,802
4871.0,920
4803.0,1311
4868.0,728
293.0,1311
7889.0,972
7406.0,976
5596.0,1362
2887.0,1198
6455.0,841
2543.0,1295
1766.0,1490
6801.0,906
1878.0,1334
1982.0,1405
9730.0,1313
9609.0,1496
2686.0,966
8931.0,967
3459.0,881
4542.0,1090
2179.0,882
4451.0,1202
3860.0,1230
7624.0,887
7655.0,1055
4520.0,895
2518.0,693
4837.0,1000
2886.0,1051
7282.0,777
6256.0,1304
4540.0,1113
5640.0,1004
9460.0,1002
3482.0,1274
1278.0,1248
3147.0,1290
8263.0,846
3206.0,1039
9893.0,1305
2743.0,1238
6077.0,699
4048.0,1139
5732.0,1135
2946.0,986
5791.0,1163
6795.0,1026
6544.0,1116
701.0,1332
3575.0,1021
7700.0,1390
2516.0,844
3001.0,1125
5821.0,1082
8582.0,892
3685.0,1328
2996.0,1254
4253.0,1016
3412.0,1038
7963.0,1070
6310.0,902
8612.0,1072
5013.0,926
7751.0,780
5980.0,1291
4049.0,1016
4900.0,1430
1319.0,1346
9773.0,928
9138.0,874
7143.0,855
1898.0,1105
7466.0,1074
604.0,1161
2847.0,1406
8208.0,1065
394.0,1364
4437.0,1024
9448.0,867
7235.0,1154
5399.0,1131
96.0,1073
1663.0,1211
8971.0,1159
5131.0,643
1489.0,1296
8317.0,911
2708.0,768
1596.0,1048
9278.0,1182
2378.0,1145
5141.0,1009
6148.0,945
8242.0,1272
3949.0,1055
3934.0,1062
4798.0,981
4373.0,1144
9863.0,1148
8243.0,1367
3449.0,1040
2944.0,1217
2466.0,955
8583.0,1456
5507.0,1257
2699.0,1343
2448.0,742
20.0,969
2749.0,1406
5400.0,1109
8079.0,828
6872.0,941
4709.0,1302
9477.0,1271
810.0,1098
7478.0,1037
2274.0,1204
1924.0,1198
1471.0,794
7935.0,1138
7408.0,1222
2407.0,1156
1143.0,1056
1748.0,711
5710.0,1075
4976.0,1416
7301.0,1010
8149.0,1479
2834.0,1331
3132.0,1385
1311.0,1048
8651.0,1310
6775.0,1404
6757.0,1400
621.0,852
2702.0,1040
2200.0,866
6197.0,1485
8825.0,1143
1047.0,1365
5769.0,1278
9948.0,971
9020.0,953
744.0,813
223.0,1044
3150.0,1103
626.0,1112
9335.0,1018
7567.0,1505
4583.0,1050
5712.0,1073
3285.0,1503
7586.0,742
9647.0,1116
1531.0,841
9686.0,1182
354.0,1048
2475.0,1263
8014.0,1262
6476.0,1282
6450.0,1369
240.0,1506
2626.0,1120
9787.0,1054
7199.0,1351
7693.0,950
2998.0,1363
6441.0,1246
4563.0,1091
8615.0,1473
1480.0,1325
1019.0,1313
3095.0,1396
6183.0,1155
4961.0,976
8493.0,1335
1104.0,652
6082.0,920
9526.0,922
5191.0,1111
4182.0,1050
4468.0,1366
1627.0,716
6718.0,1294
3799.0,890
3054.0,1343
2868.0,1404
1433.0,1026
7984.0,670
9347.0,1000
9420.0,1413
4077.0,940
218.0,917
3556.0,1086
7937.0,1230
8422.0,1083
1035.0,806
3774.0,1462
4133.0,1270
2336.0,929
6493.0,441
1483.0,738
907.0,1165
6089.0,795
6467.0,733
5677.0,851
2771.0,1322
1806.0,993
7375.0,954
2115.0,1115
4535.0,972
2532.0,1131
8526.0,847
3471.0,1004
1403.0,973
853.0,1060
3083.0,1509
8025.0,1249
7566.0,860
5530.0,1420
7855.0,1323
4933.0,1457
5160.0,1061
9716.0,968
3847.0,1254
6484.0,947
748.0,953
3035.0,1300
348.0,1166
3352.0,1002
2865.0,1459
2168.0,1376
6955.0,1429
6210.0,1029
2778.0,1318
1442.0,1293
5658.0,1403
9658.0,1381
3028.0,972
6118.0,1101
2484.0,883
2883.0,992
5562.0,1148
764.0,873
6482.0,961
1617.0,1160
1223.0,953
8665.0,804
6222.0,1214
1577.0,1238
9392.0,986
6351.0,973
3783.0,833
4375.0,1062
709.0,1244
510.0,984
2955.0,937
7538.0,905
6339.0,1195
8923.0,1132
7064.0,993
7163.0,1319
7372.0,950
6829.0,1007
3616.0,923
4657.0,924
6976.0,916
4351.0,1169
712.0,1098
6479.0,855
9130.0,1283
8205.0,837
9204.0,913
713.0,569
9113.0,1292
1246.0,1168
9786.0,762
6849.0,1140
5134.0,1266
716.0,1108
3464.0,1224
4395.0,1116
4569.0,1348
8804.0,1019
8490.0,1449
7702.0,1100
213.0,814
9768.0,1098
6839.0,961
1011.0,875
324.0,895
5397.0,1047
5991.0,759
3173.0,861
335.0,1504
8306.0,1335
2211.0,1178
4272.0,1008
6741.0,1432
234.0,1191
5951.0,1243
5738.0,1174
7922.0,738
2349.0,1029
2037.0,862
7485.0,1160
6007.0,1254
4554.0,1353
8073.0,1127
1459.0,1387
3289.0,1085
3065.0,1239
9437.0,912
775.0,1366
6833.0,1120
872.0,1441
8750.0,1370
1264.0,1173
4834.0,1046
3895.0,891
6324.0,1279
9213.0,1100
7020.0,988
1221.0,1140
1447.0,1500
3185.0,1320
409.0,1099
4345.0,921
3022.0,896
2304.0,1375
6272.0,1205
8281.0,775
6642.0,1311
6956.0,1175
2110.0,1241
5352.0,1382
9684.0,1241
8344.0,1341
4550.0,1070
1881.0,908
5946.0,1369
1738.0,1187
7794.0,976
5213.0,1049
3209.0,1184
7083.0,1105
2056.0,900
1689.0,734
4780.0,1304
7476.0,1104
7877.0,1135
6750.0,1096
8556.0,976
8123.0,1087
6991.0,1385
8267.0,930
8540.0,1346
3393.0,1103
6326.0,1164
3529.0,1121
4605.0,1057
7024.0,1209
6322.0,1040
746.0,1269
711.0,1084
380.0,1196
8783.0,1237
3012.0,1279
8859.0,1071
7153.0,1447
8567.0,1404
3498.0,895
3890.0,1448
4485.0,1423
4012.0,1326
2620.0,1056
6671.0,973
6513.0,1206
3468.0,1288
1314.0,1382
8606.0,1302
2070.0,844
2983.0,1179
5915.0,1048
9171.0,872
1286.0,1143
8991.0,1435
8430.0,1453
1350.0,837
2612.0,1307
9495.0,1254
3669.0,866
2222.0,1240
428.0,927
654.0,1238
9914.0,890
3536.0,1309
7737.0,919
3246.0,1197
4741.0,999
9069.0,938
4100.0,1124
4101.0,1146
6960.0,948
612.0,909
4289.0,1289
8571.0,1158
9713.0,836
1544.0,720
9536.0,836
3854.0,955
555.0,724
6366.0,956
512.0,1481
3207.0,806
8085.0,959
968.0,1068
6044.0,971
6880.0,783
6776.0,1112
3296.0,1409
8702.0,1166
3430.0,1247
8871.0,1216
6963.0,1272
2089.0,1007
8500.0,1314
6163.0,610
3211.0,814
9201.0,1083
6606.0,768
1110.0,1034
5729.0,1262
7830.0,1120
1039.0,1151
1195.0,1314
4475.0,1132
9875.0,1270
2123.0,771
4983.0,1259
8974.0,1037
5701.0,1467
935.0,1280
6102.0,1095
4690.0,1099
395.0,879
4686.0,1248
8777.0,1388
9166.0,1180
5981.0,825
9943.0,1252
2192.0,983
1298.0,1445
5045.0,1037
1163.0,1071
4255.0,725
6373.0,1245
1528.0,898
4343.0,1303
2031.0,1415
3061.0,925
59.0,1453
2406.0,871
5007.0,1181
6158.0,1073
7376.0,1071
4507.0,1282
5215.0,1365
6030.0,1117
1781.0,874
5448.0,901
4607.0,819
6915.0,1025
677.0,845
3583.0,1336
3654.0,1402
7921.0,1101
9500.0,683
2733.0,942
4788.0,978
2755.0,1191
2338.0,983
3644.0,954
7738.0,944
5517.0,798
5247.0,966
867.0,896
4448.0,953
5072.0,1224
4882.0,700
9511.0,1174
3003.0,1020
2226.0,1205
9057.0,1007
4827.0,1041
7622.0,1066
9690.0,938
5501.0,1206
9701.0,675
8479.0,1233
5503.0,756
1211.0,1336
9084.0,1385
2289.0,1007
2184.0,839
2863.0,934
6862.0,951
2363.0,1351
8464.0,1016
6333.0,1093
4065.0,1110
9547.0,879
618.0,1423
3282.0,1455
5227.0,1023
3398.0,1455
3066.0,1476
767.0,1198
7079.0,1088
5280.0,1145
4150.0,922
1145.0,1130
4249.0,907
4111.0,872
463.0,1002
2933.0,821
4624.0,1121
3814.0,1293
6309.0,1024
4342.0,1172
5301.0,1356
6805.0,857
3283.0,1121
2575.0,1230
7962.0,1108
7880.0,1029
829.0,1148
6487.0,1220
7600.0,911
2541.0,1113
5747.0,1127
8527.0,970
9567.0,1032
3743.0,1344
7499.0,935
3525.0,1369
21.0,1364
1916.0,1174
6572.0,1025
9019.0,983
2013.0,1261
5406.0,1137
1296.0,1271
3746.0,1402
592.0,1500
1407.0,961
222.0,1085
5618.0,1315
6249.0,969
4419.0,817
859.0,921
1784.0,777
7260.0,1161
6857.0,1291
1955.0,1224
1747.0,940
3133.0,849
8037.0,981
8851.0,1000
995.0,1112
6109.0,811
731.0,791
6975.0,1058
6274.0,1096
6752.0,1341
3510.0,1428
3534.0,1193
2514.0,916
5437.0,1110
3626.0,952
466.0,714
6756.0,1082
6760.0,1053
7992.0,1053
158.0,1423
3961.0,1136
8833.0,870
5471.0,1373
186.0,945
1003.0,1038
9509.0,1252
5624.0,1151
401.0,1083
6241.0,1023
8941.0,1100
9933.0,1141
7343.0,1107
9833.0,1393
8467.0,1364
8757.0,1236
7959.0,1101
1251.0,1258
3144.0,1089
7431.0,852
60.0,1101
7856.0,887
1114.0,819
3058.0,1339
9570.0,734
1329.0,1236
4996.0,858
6683.0,1436
2073.0,1125
4794.0,1120
6830.0,1174
9630.0,1494
8219.0,1508
7568.0,708
5923.0,853
1551.0,1386
1010.0,1485
3756.0,967
8682.0,1518
9343.0,1005
8010.0,815
3861.0,1239
3149.0,921
2520.0,803
3128.0,1073
9085.0,1239
5317.0,1028
1196.0,850
9051.0,1242
880.0,986
6990.0,1039
2488.0,889
2841.0,833
4330.0,815
2931.0,1158
6425.0,752
2486.0,1535
5748.0,1189
884.0,1188
4915.0,1199
6211.0,1198
9579.0,1383
212.0,1289
2276.0,837
2329.0,1444
4951.0,1221
3320.0,1290
9835.0,1324
4608.0,1192
1439.0,927
468.0,937
5467.0,1492
3330.0,1039
5829.0,1042
8608.0,1049
697.0,1220
7268.0,1060
9145.0,1072
8181.0,971
9939.0,1360
1315.0,886
2302.0,1219
2040.0,726
7109.0,1123
3667.0,1047
915.0,1117
13.0,1196
8584.0,696
6428.0,1266
1537.0,1202
737.0,1254
8202.0,1178
8653.0,799
454.0,1334
4346.0,1031
928.0,1273
6292.0,810
8282.0,943
8723.0,1063
6474.0,1185
38.0,1016
5771.0,1343
2555.0,1389
7633.0,1536
9999.0,835
6621.0,1103
941.0,669
7399.0,1301
6129.0,935
9830.0,1171
2681.0,722
4355.0,1273
3059.0,1215
7881.0,1357
739.0,1340
539.0,932
3326.0,889
4240.0,701
1401.0,763
4047.0,1257
5138.0,683
4230.0,1151
4192.0,845
9143.0,866
5539.0,1346
2693.0,1077
5341.0,1404
9918.0,732
7671.0,1021
9174.0,1258
1808.0,1336
5112.0,1236
3990.0,1230
3456.0,1192
2908.0,1412
6652.0,1118
8288.0,1467
6245.0,1173
2698.0,1192
4017.0,1115
4340.0,929
4646.0,983
7740.0,748
7092.0,664
4693.0,1322
1740.0,1383
5407.0,1118
4589.0,1139
3126.0,1033
2158.0,1233
5334.0,883
8637.0,1105
1826.0,1169
4231.0,1019
3488.0,1305
9054.0,1413
9769.0,1229
3648.0,1275
5903.0,1197
6386.0,1276
5639.0,960
6424.0,843
7827.0,1272
7744.0,901
3013.0,673
7672.0,1149
9549.0,1433
9978.0,1235
3081.0,1185
3521.0,792
4979.0,1134
7620.0,1187
4348.0,1029
8441.0,1029
1347.0,945
7088.0,833
8948.0,1320
5652.0,1066
8082.0,1334
1792.0,622
7429.0,1149
9580.0,1168
9960.0,932
2271.0,1417
9767.0,1305
2956.0,1259
