id,price
4512,951
1731,1056
1759,1090
6651,1292
6647,788
9861,1074
4140,1308
9394,1045
5124,1176
1,1199
1865,945
544,788
350,1192
6907,1347
9766,828
2524,958
3465,1122
458,1095
3024,778
7262,1354
9516,859
7873,940
6626,1191
2535,1182
132,1112
3705,1250
1373,1058
6201,1133
4857,1212
4713,1356
5545,942
1414,958
4114,1301
656,867
8138,1208
4099,1011
593,1161
8709,1131
3124,1023
3048,831
3888,1023
5736,1302
2185,1412
2146,814
7048,882
3106,1323
9234,1413
9097,1056
2770,1118
5222,1329
5834,1065
1733,1439
266,1151
5145,996
8268,1346
3938,1250
762,799
7221,1272
8440,971
3258,1235
4339,940
4363,877
317,1155
8070,901
1852,1101
2485,894
9874,1026
9575,1301
1079,1123
8359,1397
7334,1372
1072,1405
104,1114
5749,1095
1419,1056
1659,1403
5285,1208
1150,809
7151,1022
1569,879
1088,967
6086,820
8675,1063
8342,959
7812,1255
6085,814
8774,1169
8758,1346
1693,956
4735,1154
3388,1288
3647,811
1684,1072
9,1313
6063,1172
6517,1394
4124,997
8730,1230
6046,1364
568,1029
9162,989
1804,902
8502,466
4901,1104
1600,1404
7932,1353
9548,897
2824,1414
5468,911
3530,830
8684,868
1156,793
6548,1045
9089,864
7621,954
8297,809
4541,1285
9135,1270
6483,1066
5827,1376
1191,1348
7445,1375
8521,438
961,1103
7455,789
37,1091
7517,1139
7645,892
4439,819
6162,963
7745,1319
9588,966
8120,1152
6968,1407
5719,1359
578,791
9834,1076
4103,903
7647,916
4152,1113
3131,1096
4891,1396
9976,912
7472,1296
1834,1359
9149,1325
4892,1365
2288,1270
1331,1122
2772,1152
3687,1081
8284,965
5929,803
638,1135
48,919
2603,1235
1966,1003
2169,1253
5050,1208
3335,1210
3020,1081
8765,1326
9177,1407
1361,1066
5799,1129
9401,1126
3252,1275
6301,1274
2252,1335
6028,1234
1176,1350
8800,889
3280,1104
2974,1193
3397,876
6940,915
966,1081
8575,1094
743,977
7515,1024
3315,1137
4899,1414
9341,1106
4673,977
8619,1260
1218,1364
4398,1056
6081,905
2615,851
2621,1134
8715,997
7283,1159
3380,859
7302,1033
9858,1249
5606,1199
9814,1358
5787,1356
8519,1054
6851,1108
1517,799
5099,1387
7637,1183
9086,860
8024,1382
2393,1027
587,1218
3520,1108
7654,1389
8947,1217
851,1043
336,1238
6635,1280
8973,960
7494,1174
2869,807
4873,951
3551,971
3843,979
7263,1104
5825,1079
24,1283
1454,1315
1685,1008
2311,1077
9064,1247
9407,985
382,848
5815,1355
5551,1214
9309,1341
1619,1093
790,901
5984,1137
8673,1152
4476,1131
5607,1235
9313,1370
5649,1020
6217,1274
2287,1252
9994,1378
7579,1083
1184,1379
6002,1388
5091,1361
2517,1054
4123,1078
5522,1071
5628,1372
8361,1190
5873,1114
8613,852
7728,1006
5969,834
1181,1089
8763,1426
8236,1084
2819,1054
9965,1179
8704,1102
6609,1070
2821,1150
7536,921
2261,898
2240,1021
6022,1041
783,1056
933,1025
6203,1375
2413,999
6998,1192
9116,930
1157,1414
8108,913
5806,1321
4880,1116
3310,1056
8962,1003
1703,1063
2493,1232
3707,987
8277,976
287,985
1609,952
6632,969
8279,786
7316,923
2253,852
7416,827
8366,791
1892,928
5063,1041
6121,1239
564,1297
292,1070
4717,1105
7709,967
6350,1065
170,867
268,1341
4639,949
7078,1029
3356,926
8280,1388
316,832
6729,336
9496,836
4068,832
246,853
253,1259
1112,892
4802,1270
1714,1099
51,888
1836,1282
7897,957
3384,821
6411,883
4314,1051
873,1098
1255,1234
8882,1391
5852,1103
5703,1187
8104,1082
2099,1400
5129,987
249,1290
6562,1312
1340,1084
7018,1225
2111,1027
1570,416
1727,1425
8385,958
6941,1203
4396,1270
2421,-7
3046,1052
5504,908
3704,1260
8192,1037
5332,896
9809,1025
448,1056
7895,1074
8729,1077
7829,1045
1769,1424
6809,915
4705,791
3870,933
1656,1070
3188,1063
684,1127
4171,767
4478,785
462,1310
5765,1060
7523,1416
4503,962
9710,1161
319,1012
1146,889
5095,1340
1394,1427
6624,1015
1502,1285
6409,1323
377,1305
411,959
1661,954
3152,1267
1624,1325
5610,1225
8533,1340
5803,1369
5307,947
7087,831
8898,1359
7489,970
9616,1363
9218,1101
1673,871
2359,1371
8468,878
275,1129
2474,891
5490,1205
4772,967
2108,1485
7501,1034
4415,1145
8139,902
8661,902
8240,898
2418,1035
8772,1169
2237,948
3768,907
9792,1054
9990,1417
9966,1007
7324,1147
1384,1376
3102,1129
3922,965
6686,1093
3195,817
1942,1318
7714,806
4897,832
4783,1014
1497,862
1958,857
9172,878
9746,1088
7333,1247
7950,1178
3018,1172
6747,888
514,1247
3935,1009
3026,1232
1200,1404
5029,1055
9785,1357
922,817
4650,1269
5333,1361
1077,1267
6769,982
9411,985
1672,1296
475,947
9187,1133
8840,1138
5759,820
6298,785
2479,1242
5494,928
3915,1169
2139,1404
5455,818
5380,1002
8986,1020
4024,1089
3486,1256
2456,847
2465,1290
8697,1058
1370,1162
6689,1331
7457,909
9975,805
1902,1210
4872,1167
4711,1397
7887,1240
1794,1264
2875,1281
6218,1430
5214,1349
2246,1394
1742,1137
1021,1410
706,934
4295,847
5577,926
7167,1121
8178,793
909,1146
5194,1372
3078,1342
9367,1346
595,880
5305,1096
441,814
7607,906
4093,947
6135,1417
11,1404
3777,1338
9000,1085
3709,1192
3781,1002
94,350
9240,1019
3950,1391
5786,916
4871,804
4803,1195
4868,843
293,1241
7889,1088
7406,982
5596,1342
2887,1161
6455,815
2543,1254
1766,1482
6801,798
1878,1264
1982,1278
9730,1341
9609,1365
2686,1102
8931,922
3459,794
4542,998
2179,1030
4451,1156
3860,1238
7624,916
7655,946
4520,853
2518,766
4837,991
2886,1000
7282,821
6256,1285
4540,1065
5640,949
9460,996
3482,1317
1278,1190
3147,1327
8263,992
3206,1033
9893,1237
2743,1159
6077,826
4048,1276
5732,1147
2946,891
5791,1272
6795,1042
6544,1095
701,1293
3575,923
7700,1342
2516,942
3001,1209
5821,1019
8582,982
3685,1229
2996,1161
4253,967
3412,930
7963,1039
6310,913
8612,1129
5013,902
7751,865
5980,1252
4049,1060
4900,1364
1319,1351
9773,1001
9138,977
7143,866
1898,1028
7466,1041
604,1102
2847,1387
8208,1242
394,1291
4437,1094
9448,1009
7235,1130
5399,1019
96,1111
1663,1292
8971,1059
5131,789
1489,1366
8317,888
2708,891
1596,1007
9278,1159
2378,1018
5141,933
6148,861
8242,1402
3949,1003
3934,1063
4798,871
4373,1196
9863,1086
8243,1282
3449,1043
2944,1159
2466,1114
8583,1399
5507,1197
2699,1301
2448,896
20,947
2749,1300
5400,1246
8079,918
6872,927
4709,1223
9477,1208
810,1207
7478,1080
2274,1285
1924,1157
1471,947
7935,1047
7408,1318
2407,1238
1143,1131
1748,840
5710,996
4976,1387
7301,976
8149,1374
2834,1365
3132,1324
1311,968
8651,1220
6775,1370
6757,1376
621,813
2702,1123
2200,1052
6197,1405
8825,1232
1047,1291
5769,1189
9948,935
9020,936
744,898
223,1031
3150,1114
626,1102
9335,1062
7567,1410
4583,1041
5712,1097
3285,1428
7586,924
9647,1014
1531,227
9686,1143
354,980
2475,1269
8014,1222
6476,1316
6450,1294
240,1376
2626,1055
9787,1041
7199,1252
7693,933
2998,1301
6441,1167
4563,1114
8615,1405
1480,1428
1019,1329
3095,1379
6183,1181
4961,904
8493,1308
1104,437
6082,906
9526,1102
5191,1215
4182,978
4468,1338
1627,876
6718,1288
3799,1020
3054,1260
2868,1364
1433,1084
7984,826
9347,923
9420,1376
4077,967
218,909
3556,1013
7937,1199
8422,997
1035,785
3774,1374
4133,1245
2336,825
6493,484
1483,879
907,1115
6089,911
6467,814
5677,802
2771,1261
1806,1088
7375,862
2115,1139
4535,1169
2532,1135
8526,1004
3471,945
1403,998
853,1181
3083,1416
8025,1297
7566,798
5530,1345
7855,1428
4933,1414
5160,1043
9716,-15
3847,1345
6484,894
748,961
3035,1259
348,1086
3352,960
2865,1385
2168,1391
6955,1366
6210,1147
2778,1299
1442,1235
5658,1359
9658,1354
3028,918
6118,1097
2484,193
2883,976
5562,1080
764,811
6482,876
1617,1308
1223,880
8665,781
6222,1121
1577,1375
9392,921
6351,919
3783,904
4375,1182
709,1285
510,930
2955,886
7538,793
6339,1298
8923,1056
7064,926
7163,1286
7372,836
6829,901
3616,892
4657,899
6976,866
4351,1049
712,1186
6479,867
9130,1405
8205,778
9204,815
713,785
9113,1231
1246,1095
9786,885
6849,1085
5134,1240
716,1005
3464,1136
4395,1051
4569,1261
8804,1009
8490,1323
7702,1018
213,878
9768,1028
6839,893
1011,804
324,804
5397,964
5991,799
3173,831
335,1405
8306,1277
2211,1278
4272,1040
6741,1426
234,1167
5951,1223
5738,1174
7922,879
2349,898
2037,940
7485,1151
6007,1381
4554,1410
8073,1057
1459,1336
3289,1003
3065,1235
9437,1127
775,1402
6833,1052
872,1412
8750,1423
1264,1073
4834,969
3895,949
6324,1221
9213,1014
7020,1031
1221,1049
1447,1392
3185,1267
409,1236
4345,845
3022,939
2304,1359
6272,1229
8281,798
6642,1428
6956,1269
2110,1413
5352,1306
9684,1141
8344,1356
4550,1034
1881,833
5946,1250
1738,1073
7794,934
5213,1093
3209,1133
7083,1086
2056,1054
1689,829
4780,1261
7476,992
7877,1054
6750,1228
8556,892
8123,978
6991,1308
8267,1078
8540,1302
3393,1146
6326,1080
3529,1095
4605,1022
7024,1190
6322,1126
746,1238
711,996
380,1259
8783,1107
3012,1403
8859,985
7153,1370
8567,1389
3498,994
3890,1325
4485,1348
4012,1246
2620,1021
6671,923
6513,1127
3468,1333
1314,1332
8606,1180
2070,767
2983,1138
5915,1013
9171,848
1286,1091
8991,1338
8430,1378
1350,883
2612,1176
9495,1209
3669,796
2222,1224
428,876
654,1199
9914,862
3536,1230
7737,842
3246,1100
4741,1060
9069,842
4100,1028
4101,1115
6960,920
612,830
4289,1388
8571,1167
9713,810
1544,867
9536,813
3854,896
555,925
6366,825
512,1378
3207,789
8085,951
968,1009
6044,996
6880,296
6776,1212
3296,1379
8702,1248
3430,1231
8871,1353
6963,1234
2089,1149
8500,1283
6163,255
3211,900
9201,1248
6606,775
1110,1085
5729,1204
7830,1077
1039,1158
1195,1260
4475,1095
9875,1208
2123,838
4983,1383
8974,937
5701,1358
935,1231
6102,1075
4690,1013
395,861
4686,1170
8777,1415
9166,1223
5981,880
9943,1167
2192,1009
1298,1426
5045,940
1163,1169
4255,855
6373,1299
1528,858
4343,1347
2031,1362
3061,806
59,1377
2406,913
5007,1084
6158,1257
7376,1149
4507,1419
5215,1272
6030,1162
1781,853
5448,900
4607,778
6915,1185
677,787
3583,1231
3654,1286
7921,1038
9500,857
2733,856
4788,1004
2755,1122
2338,962
3644,1044
7738,854
5517,853
5247,1112
867,863
4448,945
5072,1156
4882,814
9511,1214
3003,1064
2226,1167
9057,979
4827,907
7622,981
9690,947
5501,1284
9701,787
8479,1385
5503,842
1211,1325
9084,1305
2289,1000
2184,824
2863,890
6862,891
2363,1372
8464,1076
6333,976
4065,1077
9547,847
618,1372
3282,1426
5227,1192
3398,1383
3066,1387
767,1246
7079,1165
5280,1152
4150,1005
1145,1172
4249,1094
4111,795
463,1022
2933,780
4624,1073
3814,1207
6309,902
4342,1104
5301,1347
6805,789
3283,1114
2575,1207
7962,997
7880,917
829,1139
6487,1404
7600,820
2541,1134
5747,1079
8527,917
9567,919
3743,1368
7499,966
3525,1272
21,1269
1916,1162
6572,1169
9019,967
2013,1178
5406,1102
1296,1176
3746,1295
592,1419
1407,991
222,1106
5618,1353
6249,1014
4419,997
859,1020
1784,837
7260,1025
6857,1428
1955,1397
1747,902
3133,1007
8037,878
8851,946
995,1073
6109,844
731,816
6975,1056
6274,1065
6752,1310
3510,1372
3534,1374
2514,838
5437,1032
3626,1115
466,877
6756,1152
6760,1060
7992,1023
158,1407
3961,1234
8833,967
5471,1338
186,907
1003,1152
9509,1157
5624,1095
401,994
6241,992
8941,1060
9933,1052
7343,1030
9833,1394
8467,1345
8757,1274
7959,991
1251,1150
3144,1005
7431,966
60,1156
7856,835
1114,925
3058,1205
9570,830
1329,1333
4996,818
6683,1403
2073,1058
4794,1024
6830,1151
9630,1423
8219,1439
7568,783
5923,894
1551,1414
1010,1354
3756,1085
8682,1398
9343,974
8010,949
3861,1178
3149,854
2520,872
3128,1180
9085,1147
5317,1129
1196,842
9051,1182
880,1107
6990,968
2488,795
2841,831
4330,864
2931,1213
6425,783
2486,1439
5748,1107
884,1082
4915,1181
6211,1136
9579,1339
212,1395
2276,874
2329,1400
4951,1158
3320,1274
9835,1248
4608,1149
1439,816
468,1099
5467,1438
3330,1073
5829,988
8608,1011
697,1368
7268,1094
9145,1040
8181,889
9939,1300
1315,822
2302,1170
2040,872
7109,1042
3667,930
915,1178
13,1101
8584,796
6428,1327
1537,1109
737,1171
8202,1102
8653,892
454,1320
4346,944
928,1169
6292,794
8282,909
8723,945
6474,1149
38,971
5771,1250
2555,1366
7633,1438
9999,917
6621,1025
941,800
7399,1196
6129,965
9830,1203
2681,860
4355,1155
3059,1355
7881,1346
739,1306
539,1058
3326,789
4240,789
1401,874
4047,1186
5138,821
4230,1250
4192,821
9143,825
5539,1390
2693,1196
5341,1347
9918,805
7671,1136
9174,1188
1808,1412
5112,1323
3990,1191
3456,1247
2908,1330
6652,1317
8288,1389
6245,1245
2698,1107
4017,1083
4340,870
4646,894
7740,937
7092,809
4693,1287
1740,1397
5407,1134
4589,1056
3126,1000
2158,1094
5334,973
8637,1104
1826,1170
4231,919
3488,1237
9054,1322
9769,1223
3648,1187
5903,1109
6386,1352
5639,932
6424,790
7827,1296
7744,871
3013,809
7672,1054
9549,1307
9978,1101
3081,1070
3521,841
4979,1238
7620,1159
4348,1165
8441,957
1347,961
7088,110
8948,1270
5652,981
8082,1284
1792,813
7429,1073
9580,1149
9960,866
2271,1410
9767,1351
2956,1236
3444,1223
7736,1347
834,958
6499,1238
2992,1256
7793,1437
2151,871
4023,1229
7615,1223
6124,1014
3339,1233
4344,1054
4464,934
2376,844
9044,1391
5571,827
8599,784
8504,821
8880,1211
1887,1369
1198,1266
6427,766
8911,834
2936,856
6342,1036
1430,1373
6307,1064
3650,791
1938,1396
5172,1367
7764,975
6393,999
1154,1122
6250,884
7037,949
4229,1147
4975,1258
6401,1121
3640,934
3972,1327
9594,1297
3376,1352
2487,800
6954,1258
606,1168
7444,1456
5928,1154
2454,1068
3609,1193
1484,1138
4519,1247
3038,1036
9352,1309
7692,1291
4116,854
1427,1112
497,1203
3353,1225
8794,818
759,1207
838,1241
4327,1152
2128,803
1023,1355
8762,1242
5614,983
5581,1207
1058,1144
9542,1139
6856,1234
7349,930
9045,809
2129,1355
2767,835
2109,1261
3617,1286
1545,1216
6914,950
1719,953
7435,1076
7365,1297
6235,1084
725,1383
6673,880
8029,1158
5492,1372
1128,1211
2957,811
5156,1359
4817,1020
6202,1390
6224,811
8686,1081
7114,1387
5275,871
8536,1411
3044,1187
6912,1049
150,1323
7574,1023
4206,1269
5493,1130
2690,1029
4221,1118
9102,796
842,1220
8137,796
6438,1005
9700,1363
6200,1127
2795,1201
7626,1143
8475,1408
7890,1085
6608,1290
9195,868
8248,1087
1393,962
1922,1039
7019,1327
3622,1225
4849,1002
2292,1417
2134,1145
551,1192
1741,1303
5290,1417
1818,1177
4699,1080
5182,1196
3019,384
18,1247
1771,787
1889,814
2153,1194
1643,1214
7847,1342
4194,1346
9433,1064
8899,925
534,1285
133,916
7723,1005
8459,1385
965,1252
8720,1158
6413,1030
8286,1379
7854,1118
1096,1333
6930,804
